image_path,lesion_mask_path,leaf_mask_path,source,has_mask,crop,disease,is_healthy,crop_disease,is_coffee_interdom,morph_quality,composite_severity,lesion_fraction_image,lesion_fraction_bbox,bbox_fraction,bbox_aspect_ratio,bbox_diag_ratio,lesion_count,mean_area,max_area,std_area,median_area,area_cv,dispersion,density,compactness,entropy,convex_fraction
/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew/images/basil_downy_mildew_basil_downy_mildew_2.jpg,/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew/masks/basil_downy_mildew_basil_downy_mildew_2.png,,plantseg,1,basil,downy_mildew,0,basil_downy_mildew,0,full,0.22488019275066706,0.12960052490234375,0.22488019275066706,0.5763092041015625,0.8483412322254779,0.7642785513813418,3.0,11324.666666666666,18784.0,6327.622056419686,11876.0,0.558746870231865,142.77863869844555,1.9857555137811303e-05,0.22488019275066706,0.7689790009898163,0.7871366843135483
/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/images/basil_downy_mildew_google_basil_downy_mildew_google_0001.jpg,/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/masks/basil_downy_mildew_google_basil_downy_mildew_google_0001.png,,plantseg,1,basil,downy_mildew,0,basil_downy_mildew,0,full,0.5826684397163059,0.21060562133789062,0.5826684397163059,0.3614501953125,1.1423611111071446,0.6038679063870325,1.0,55209.0,55209.0,0.0,55209.0,0.0,0.0,1.055386693684555e-05,0.5826684397163059,0.9801902020203729,0.8043210640948011
/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/images/basil_downy_mildew_google_basil_downy_mildew_google_0002.jpg,/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/masks/basil_downy_mildew_google_basil_downy_mildew_google_0002.png,,plantseg,1,basil,downy_mildew,0,basil_downy_mildew,0,full,0.5274586397058803,0.5078849792480469,0.5274586397058803,0.962890625,1.038539553750429,0.9816206893991412,1.0,133139.0,133139.0,0.0,133139.0,0.0,0.0,3.9617139959431896e-06,0.5274586397058803,0.9978233876988063,0.9185959465286698
/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/images/basil_downy_mildew_google_basil_downy_mildew_google_0003.jpg,/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/masks/basil_downy_mildew_google_basil_downy_mildew_google_0003.png,,plantseg,1,basil,downy_mildew,0,basil_downy_mildew,0,full,0.18953544061302585,0.13888931274414062,0.18953544061302585,0.7327880859375,1.1207729468571963,0.8588110720755358,18.0,2022.7222222222222,10798.0,3229.583371918557,328.0,1.5966519457965143,161.3256014455894,9.370314842578663e-05,0.18953544061302585,0.7004986254702894,0.7119754390081601
/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/images/basil_downy_mildew_google_basil_downy_mildew_google_0005.jpg,/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/masks/basil_downy_mildew_google_basil_downy_mildew_google_0005.png,,plantseg,1,basil,downy_mildew,0,basil_downy_mildew,0,full,0.08185262848103445,0.01697540283203125,0.08185262848103445,0.20738983154296875,0.8983739837361855,0.45670770131286,6.0,741.6666666666666,1479.0,466.82961440860726,791.5,0.6294331879658128,78.67641907088205,0.00011036309458117003,0.08185262848103445,0.4086736367707827,0.8840766862022679
/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/images/basil_downy_mildew_google_basil_downy_mildew_google_0013.jpg,/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/masks/basil_downy_mildew_google_basil_downy_mildew_google_0013.png,,plantseg,1,basil,downy_mildew,0,basil_downy_mildew,0,full,0.36041374291802875,0.21160888671875,0.36041374291802875,0.587127685546875,1.5220125786115661,0.7998040913077753,16.0,3467.0,22098.0,5877.00345626919,357.5,1.695126465609315,132.35122511127258,0.00010395550704298494,0.36041374291802875,0.9430260910486272,0.8018154748998915
/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/images/basil_downy_mildew_google_basil_downy_mildew_google_0014.jpg,/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/masks/basil_downy_mildew_google_basil_downy_mildew_google_0014.png,,plantseg,1,basil,downy_mildew,0,basil_downy_mildew,0,full,0.30982430091561325,0.2149200439453125,0.30982430091561325,0.6936836242675781,1.1086419753059047,0.8350905646818811,4.0,14085.0,25273.0,8012.474118522942,13777.5,0.5688657521137646,156.19634050397062,2.199675547856679e-05,0.30982430091561325,0.8929705398633404,0.7851225273308651
/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/images/basil_downy_mildew_google_basil_downy_mildew_google_0016.jpg,/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/masks/basil_downy_mildew_google_basil_downy_mildew_google_0016.png,,plantseg,1,basil,downy_mildew,0,basil_downy_mildew,0,full,0.26338837457483527,0.19112396240234375,0.26338837457483527,0.7256355285644531,1.2570694087371284,0.8629652454720167,4.0,12525.5,19584.0,6043.321872116361,13350.5,0.4824814875346995,181.08064749064664,2.1028172494098858e-05,0.26338837457483527,0.8318165513664227,0.8077059487344703
/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/images/basil_downy_mildew_google_basil_downy_mildew_google_0017.jpg,/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/masks/basil_downy_mildew_google_basil_downy_mildew_google_0017.png,,plantseg,1,basil,downy_mildew,0,basil_downy_mildew,0,full,0.0937921727395395,0.02014923095703125,0.0937921727395395,0.2148284912109375,1.083333333328582,0.46423813293113136,6.0,880.3333333333334,3274.0,1104.3979757718178,555.0,1.2545225018219195,72.35331134479634,0.0001065416577881933,0.0937921727395395,0.4490025057811223,0.892305093335435
/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/images/basil_downy_mildew_google_basil_downy_mildew_google_0018.jpg,/kaggle/input/datasets/hritik2004/plantseg-crop-for-segmentation/segmentation_ready/basil_downy_mildew_google/masks/basil_downy_mildew_google_basil_downy_mildew_google_0018.png,,plantseg,1,basil,downy_mildew,0,basil_downy_mildew,0,full,0.09524578316957966,0.047260284423828125,0.09524578316957966,0.49619293212890625,1.2239263803643439,0.7115877971081038,16.0,774.3125,5173.0,1226.7172513842584,317.5,1.5842663671097574,123.7359148179527,0.00012300690376247273,0.09524578316957966,0.45374130853636163,0.5385468060596605
